timestamp,date,lqi,nbFrames,pressure,humidity,battery,lux,dB,run_time,mslPressure,temperature_int,temperature,NO2,O3,PM2_5,PM10,PM1_0,CO2
1700251200,2023-11-17T20:00:00+0000,3,3,1009.3,149,3970,0,54,,1009.3,7.8,12,9.3976456063583,48.306246166591,0,0,0,463.33333333333
1700254800,2023-11-17T21:00:00+0000,3,3,1008.5,157.9,3970,0,57,601200,1008.5,7.8,12.225,8.3354345893436,49.48056549973,,,,
1700258400,2023-11-17T22:00:00+0000,3,3,1005.4,171.8,3970,0,53,,1005.4,8.2,12.75,7.663147593903,51.404831616791,0,0,0,450
1700262000,2023-11-17T23:00:00+0000,3,3,1004.5,170.3,3970,0,53,608400,1004.5,9.575,14.25,7.9485199203726,55.225947000565,,,,
1700265600,2023-11-18T00:00:00+0000,3,3,1002.8,171.9,3970,0,51,,1002.8,9.85,14.4,8.2577125561352,55.600318832756,0,0,0,450
1700269200,2023-11-18T01:00:00+0000,3,3,1001.8,168.1,3970,0,51,615600,1001.8,10.833333333333,15.4,8.7381134090376,57.640939837845,,,,
1700272800,2023-11-18T02:00:00+0000,3,3,1000,171.3,3970,0,40,,1000,11.033333333333,15.433333333333,8.8384892536129,58.592743105061,0,0,0,436.66666666667
1700276400,2023-11-18T03:00:00+0000,3,3,999.65,178.7,3970,0,41,622800,999.65,11.7,16.4,10.310341518654,58.256381519411,0,0,0,450
1700280000,2023-11-18T04:00:00+0000,3,3,999.2,177.9,3970,0,40,626400,999.2,12.466666666667,16.633333333333,8.7503793697751,62.420167608146,0,0,0,433.33333333333
1700283600,2023-11-18T05:00:00+0000,3,3,998.5,171.2,3955,0,38,,998.5,12.65,16.9,8.7696348361843,63.111249121817,0,0,0,436.66666666667
1700287200,2023-11-18T06:00:00+0000,3,3,998.4,166.7,3955,0,46,633600,998.4,13.033333333333,17.233333333333,8.9978138863018,64.515825088112,0,0,0,420
1700290800,2023-11-18T07:00:00+0000,3,3,,,,,,,,12.983333333333,17.166666666667,9.2420755149313,63.890731533098,0,0,0,430
1700294400,2023-11-18T08:00:00+0000,3,3,997.7,144.5,3955,0,49,,997.7,13.1,17.325,8.8885085677832,63.935331284218,0,0,0,430
1700298000,2023-11-18T09:00:00+0000,3,3,997.8,144.9,3955,0,51,644400,997.8,13.025,16.95,7.9412454921943,64.440054348069,0,0,0,430
1700301600,2023-11-18T10:00:00+0000,3,3,997.6,139.25,3955,5,51,648000,997.6,13.6,17.366666666667,6.0071518641648,67.563387100099,0,0,0,433.33333333333
1700305200,2023-11-18T11:00:00+0000,3,3,997.5,133.65,3955,7.5,51,651600,997.5,14,17.983333333333,4.2668699546811,70.308751185972,0,0,0,433.33333333333
1700308800,2023-11-18T12:00:00+0000,3,3,997.3,131.05,3955,7.5,53.5,655200,997.3,14.325,18.325,2.6064735879408,73.063534339008,0,0,0,430
1700312400,2023-11-18T13:00:00+0000,3,3,997.2,135.85,3955,12.5,50.5,658800,997.2,13.62,17.62,2.6314661766227,71.273963628601,0,0,0,430
1700316000,2023-11-18T14:00:00+0000,3,3,996.9,124.1,3955,12.5,52,662400,996.9,13.84,17.82,2.3613290157543,71.993042043675,0,0,0,430
1700319600,2023-11-18T15:00:00+0000,3,3,996.45,118.9,3955,7.5,51,666000,996.45,13.92,17.72,2.3912906932271,72.107287807124,2,2,2,430
1700323200,2023-11-18T16:00:00+0000,3,3,996.15,128.5,3955,2.5,52.5,669600,996.15,13.525,17.225,1.8783793296279,72.325144073344,,,,
1700326800,2023-11-18T17:00:00+0000,3,3,,,,,,,,12.9,16.84,2.5157550854449,70.192998772683,1,1,1,420
1700330400,2023-11-18T18:00:00+0000,3,3,996.4,138.15,3955,0,50,676800,996.4,,,,,13,13,7.5,425
1700334000,2023-11-18T19:00:00+0000,3,3,,,,,,,,11.966666666667,16.016666666667,3.9475053808142,66.484996814098,0,0,0,430
1700337600,2023-11-18T20:00:00+0000,3,3,996.15,125.2,3940,0,49.5,684000,996.15,,,,,0,0,0,435
1700341200,2023-11-18T21:00:00+0000,3,3,,,,,,,,11.283333333333,15.45,5.1459259542659,63.474139498274,0,0,0,440
1700344800,2023-11-18T22:00:00+0000,3,3,995.7,127.65,3940,0,47,691200,995.7,,,,,0.5,0.5,0.5,440
1700348400,2023-11-18T23:00:00+0000,3,3,,,,,,,,11.12,15.12,4.9510794841476,63.37115982112,12,12,10,440
1700352000,2023-11-19T00:00:00+0000,3,3,995.75,134.25,3940,0,48.5,698400,995.75,11.1,14.7,4.9092082367552,63.459529778206,0.5,0.5,0.5,440
1700355600,2023-11-19T01:00:00+0000,3,3,,,,,,,,10.54,14.44,5.7811897104874,61.178657976455,0,0,0,430
1700359200,2023-11-19T02:00:00+0000,3,3,994.95,131.8,3940,0,45.5,705600,994.95,10.5,14.4,5.8390757012946,61.119679508133,0,0,0,440
1700362800,2023-11-19T03:00:00+0000,3,3,,,,,,,,10.58,14.54,5.7191985461847,61.215112402168,,,,
1700366400,2023-11-19T04:00:00+0000,3,3,994.2,130.7,3940,0,44,,994.2,10.7,14.7,5.6009604159512,61.478650450838,0,0,0,430
1700370000,2023-11-19T05:00:00+0000,3,3,994,130.6,3940,0,47,712800,994,10.675,14.825,5.476780820541,61.862891655492,,,,
1700373600,2023-11-19T06:00:00+0000,3,3,993.7,132.7,3940,0,42,,993.7,10.55,14.7,4.5121351708126,57.559388207246,0,0,0,430
1700377200,2023-11-19T07:00:00+0000,3,3,993.5,138,3940,0,44,720000,993.5,10.475,14.675,4.4710460038594,56.50518888979,,,,
1700380800,2023-11-19T08:00:00+0000,3,3,993.1,151.6,3940,0,46,,993.1,10.35,14.7,5.0425188227147,56.435699809791,0,0,0,440
1700384400,2023-11-19T09:00:00+0000,3,3,993.2,150.8,3940,0,48,727200,993.2,11.075,15.425,4.4411033729726,57.381164182032,,,,
1700388000,2023-11-19T10:00:00+0000,3,3,993.7,163.8,3940,5,49,,993.7,11.25,15.6,4.1501922496244,57.017078058555,0,0,0,430
1700391600,2023-11-19T11:00:00+0000,3,3,994.1,171.7,3940,5,53,734400,994.1,11.633333333333,16.133333333333,4.716515357254,58.611391431907,,,,
1700395200,2023-11-19T12:00:00+0000,3,3,,,,,,,,11.75,16.225,5.7954516659782,56.876798682254,0,0,0,430
1700398800,2023-11-19T13:00:00+0000,3,3,996.7,170.5,3925,5,51,,996.7,11.733333333333,15.833333333333,7.3264316550132,55.731645078494,0,0,0,423.33333333333
1700402400,2023-11-19T14:00:00+0000,3,3,997.4,173.5,3925,5,55,745200,997.4,11.1,15.266666666667,10.626964205275,52.298817500975,,,,
1700406000,2023-11-19T15:00:00+0000,3,3,998.6,138.4,3925,5,55,,998.6,11.2,15.466666666667,11.422503260676,51.805360362393,0,0,0,440
1700409600,2023-11-19T16:00:00+0000,3,3,999.1,152.3,3925,0,52,752400,999.1,10.75,14.9,11.780760673076,51.90482173052,0,0,0,440
1700413200,2023-11-19T17:00:00+0000,3,3,999.9,132.3,3925,0,51,,999.9,10.75,14.85,11.355296242213,52.037090783089,0,0,0,420
1700416800,2023-11-19T18:00:00+0000,3,3,1000.4,137.5,3925,0,50,759600,1000.4,9.9,14,10.436024706154,51.898079269993,0,0,0,420
1700420400,2023-11-19T19:00:00+0000,3,3,,,,,,,,9.575,13.55,10.542786681587,50.125428515547,0,0,0,440
1700424000,2023-11-19T20:00:00+0000,3,3,1001.1,143.75,3925,0,50.5,766800,1001.1,9.35,13.55,10.830918671727,51.448879798486,0,0,0,440
1700427600,2023-11-19T21:00:00+0000,3,3,,,,,,,,9.2,13.65,11.037071605017,50.675583565076,0,0,0,445
1700431200,2023-11-19T22:00:00+0000,3,3,1001.1,133.35,3925,0,47,774000,1001.1,8.9,13.3,11.597059340161,50.018352141803,0,0,0,450
1700434800,2023-11-19T23:00:00+0000,3,3,,,,,,,,8.86,13.12,11.265716440795,50.254924085845,0,0,0,440
1700438400,2023-11-20T00:00:00+0000,3,3,1000.9,129.5,3925,0,42,781200,1000.9,8.9,13.4,10.303084872743,51.746690132618,0,0,0,440
1700442000,2023-11-20T01:00:00+0000,3,3,,,,,,,,8.52,12.82,9.8895516381768,49.783063312057,0,0,0,440
1700445600,2023-11-20T02:00:00+0000,3,3,1001.2,146.6,3925,0,38.5,788400,1001.2,7.8,12.3,11.542950879513,47.726877445085,0,0,0,430
1700449200,2023-11-20T03:00:00+0000,3,3,,,,,,,,7.82,12.1,11.528591098947,48.070958993522,0,0,0,460
1700452800,2023-11-20T04:00:00+0000,3,3,1001.95,161.85,3910,0,37.5,795600,1001.95,,,,,0,0,0,460
1700456400,2023-11-20T05:00:00+0000,3,3,,,,,,,,7.8666666666667,12.083333333333,12.416338505334,47.862069978124,0,0,0,460
1700460000,2023-11-20T06:00:00+0000,3,3,1003.3,174.75,3910,0,42,802800,1003.3,,,,,1,1,1,460
1700463600,2023-11-20T07:00:00+0000,3,3,,,,,,,,8.6333333333333,12.966666666667,13.76748546101,56.436207507357,0,0,0,450
1700467200,2023-11-20T08:00:00+0000,3,3,1005.7,175.95,3910,0,55.5,810000,1005.7,,,,,0,0,0,450
1700470800,2023-11-20T09:00:00+0000,3,3,,,,,,,,9.7,13.94,16.284586745451,50.666863941652,0,0,0,450
1700474400,2023-11-20T10:00:00+0000,3,3,1008.25,150,3910,5,55,817200,1008.25,9.8,14,16.225684678533,48.462898562441,0,0,0,450
1700478000,2023-11-20T11:00:00+0000,3,3,,,,,,,,10.16,14.38,15.215548091481,51.13745287625,0,0,0,440
1700481600,2023-11-20T12:00:00+0000,3,3,1009.6,146.05,3910,5,54.5,824400,1009.6,10.4,14.6,14.439277160661,53.105668123505,0,0,0,440
1700485200,2023-11-20T13:00:00+0000,3,3,,,,,,,,10.68,14.96,11.310999749883,56.562458004888,0,0,0,440
1700488800,2023-11-20T14:00:00+0000,3,3,1010.7,123.7,3910,0,57,,1010.7,10.9,15,9.7052245397307,57.667714990587,0,0,0,440
1700492400,2023-11-20T15:00:00+0000,3,3,1010.9,115.6,3910,5,58,831600,1010.9,10.825,14.875,7.4387821702343,59.618278353983,,,,
1700496000,2023-11-20T16:00:00+0000,3,3,1012.1,115.9,3910,0,56,,1012.1,10.7,14.95,6.8267661575364,60.36248934529,2,2,2,456.66666666667
1700499600,2023-11-20T17:00:00+0000,3,3,1012.7,117.2,3910,0,57,838800,1012.7,10.25,14.525,5.672543214233,60.650594484453,,,,
1700503200,2023-11-20T18:00:00+0000,3,3,1014.4,123.2,3910,0,55,,1014.4,10.15,14.4,5.7760121149138,60.345506905231,1.3333333333333,1.3333333333333,1.3333333333333,450
1700506800,2023-11-20T19:00:00+0000,3,3,1015.1,119.3,3910,0,59,846000,1015.1,9.475,13.6,6.0030472220211,58.606602803871,,,,
1700510400,2023-11-20T20:00:00+0000,3,3,1016.5,112,3895,0,56,,1016.5,9.35,13.55,6.3637880616387,58.611332355554,1,1,1,460
1700514000,2023-11-20T21:00:00+0000,3,3,1016.8,112,3895,0,56,853200,1016.8,8.8333333333333,12.933333333333,6.8669520503234,57.254006996762,,,,
1700517600,2023-11-20T22:00:00+0000,3,3,1018.3,111.6,3895,0,52,,1018.3,8.4333333333333,12.5,7.669359024309,55.700013641007,2.3333333333333,2.6666666666667,2,460
1700521200,2023-11-20T23:00:00+0000,3,3,1018.9,107.7,3895,0,49,860400,1018.9,7.6333333333333,11.766666666667,9.9598165686259,53.507293028093,,,,
1700524800,2023-11-21T00:00:00+0000,3,3,1020.5,113.9,3895,0,48,,1020.5,7.5333333333333,11.4,10.428962054024,53.037786082946,1.6666666666667,2.3333333333333,1.3333333333333,460
